Tema;Pregunta;Respuesta_A;Respuesta_B;Respuesta_C;Respuesta_D;Correcta;Justificacion
Conocimientos Ferroviarios;"¿Qué es un ""Automotor"" según el glosario técnico?";Una locomotora de vapor.;Un tren indeformable con tracción propia eléctrica o térmica.;Un coche de pasajeros sin motor.;Un vehículo de inspección de vías.;1;10 GLOSARIO
Conocimientos Ferroviarios;"¿Quién firma el ""Documento de Tren"" para validar que el tren está listo para circular?";El Jefe de Estación únicamente.;El Maquinista (y el personal de operaciones si procede).;El Interventor.;El Director de Renfe.;1;9.2.4 Documentación durante el servicio
Conocimientos Ferroviarios;¿Qué sistema de seguridad es obligatorio en todas las líneas de la RFIG, excepto en tramos muy específicos de maniobras?;LZB.;ETCS Nivel 2.;ASFA.;Tren-Tierra.;2;8.5.1 ASFA
Conocimientos Ferroviarios;¿Qué ancho de vía se utiliza en la red de vía métrica de la antigua FEVE?;1.668 mm.;1.435 mm.;1.000 mm.;1.520 mm.;2;5.2.4 Ancho de vía
Conocimientos Ferroviarios;"¿Cómo se denomina el ""peaje"" que Renfe paga a Adif por el uso de la infraestructura?";Billete.;Canon.;Subvención.;Arancel.;1;10 GLOSARIO
Conocimientos Ferroviarios;¿Qué pilar del Cuarto Paquete Ferroviario busca evitar la discriminación en el acceso a la red?;Pilar técnico.;Pilar de mercado.;Pilar de seguridad.;Pilar de transparencia.;1;3.1.2 Evolución de los Paquetes Ferroviarios
Conocimientos Ferroviarios;¿Qué significan las siglas CTC?;Centro de Tratamiento de Clientes.;Control de Tráfico Centralizado.;Central de Trenes de Cercanías.;Comisión de Transportes y Comunicaciones.;1;9.2.2 Líneas y paridad
Conocimientos Ferroviarios;¿Qué documento contiene la información de velocidad máxima permitida por tramos para un Maquinista?;Cuadro de Velocidades Máximas (o Libro de Itinerarios).;Documento de Tren.;Reglamento de Circulación.;Guía del Viajero.;0;9.2.4 Documentación durante el servicio
Conocimientos Ferroviarios;¿Qué componente de la vía mantiene la separación constante entre los dos carriles?;El balasto.;La traviesa.;La catenaria.;El eclisa.;1;5.2.2 Carril, traviesa y sujeciones
Conocimientos Ferroviarios;¿En qué año se fundó la Red Nacional de los Ferrocarriles Españoles (RENFE)?;1921.;1936.;1941.;1955.;2;4.1 El concepto (Historia)
Conocimientos Ferroviarios;¿Qué sistema de control permite al maquinista hablar directamente con el Puesto de Mando?;ASFA.;Tren-Tierra (GSM-R).;Megafonía.;Balizas.;1;8.6 Comunicaciones
Conocimientos Ferroviarios;"¿Qué es un ""Apeadero"" según la definición del glosario?";Estación con taller.;Punto de parada para viajeros sin funciones de circulación.;Estación de cruce obligatorio.;Terminal de mercancías.;1;10 GLOSARIO
Conocimientos Ferroviarios;¿Qué tipo de carril es el estándar en la red española (perfil de T invertida)?;Carril plano.;Carril de madera.;Carril Vignole.;Carril ranurado.;2;5.2.2 Carril, traviesa y sujeciones
Conocimientos Ferroviarios;¿Cuál es la principal ventaja del sistema ETCS respecto a la interoperabilidad?;Que es más barato.;Que permite que un tren cruce fronteras europeas sin cambiar de locomotora o sistema.;Que permite ir a 500 km/h.;Que no necesita electricidad.;1;8.5.3 ETCS
Conocimientos Ferroviarios;¿Cómo se denomina el tramo de vía de una estación donde se efectúan los cruces y alcances?;Vía general.;Vía de apartado o estacionamiento.;Vía muerta.;Cantón de bloqueo.;1;9.3 Estaciones
Conocimientos Ferroviarios;¿A qué distancia exacta por debajo del plano de rodadura se mide el ancho de vía?;10 mm.;12 mm.;14 mm.;16 mm.;2;5.2.4 Ancho de vía
Conocimientos Ferroviarios;¿Qué directiva del Pilar Técnico del Cuarto Paquete Ferroviario regula la interoperabilidad?;Directiva (UE) 2016/796.;Directiva (UE) 2016/797.;Directiva (UE) 2016/798.;Reglamento (UE) 2018/762.;1;3.1.2 Evolución de los Paquetes Ferroviarios
Conocimientos Ferroviarios;"¿Cuál es el rango de numeración para un ""tren especial"" creado para una necesidad inmediata?";10.000 a 89.999.;00.001 a 09.999.;90.000 a 99.999.;Solo de 4 cifras.;2;9.2.3 Número de tren
Conocimientos Ferroviarios;Según el sistema NVE, ¿cuántas cifras componen el número de matriculación de un vehículo?;8 cifras.;10 cifras.;12 cifras.;14 cifras.;2;7.2.5 Numeración del material motor
Conocimientos Ferroviarios;¿Qué sistema de protección de trenes permite una supervisión continua de la velocidad en todo el recorrido?;ASFA.;LZB.;Bloqueo Telefónico.;Tren-Tierra.;1;8.5.4 Comparativa de sistemas
Conocimientos Ferroviarios;¿Cómo se denomina el aparato en cabina que muestra las magnitudes guía en el sistema ETCS?;SIVER.;COPÉRNICO.;DMI (Driver Machine Interface).;VISIR.;2;8.5.3 ETCS
Conocimientos Ferroviarios;¿Qué ley española de 2013 regula la Comisión Nacional de los Mercados y la Competencia (CNMC)?;Ley 16/1987.;Ley 3/2013.;Ley 38/2015.;Ley 39/2015.;1;3.2.6 CNMC
Conocimientos Ferroviarios;¿Qué porcentaje de las líneas de alta velocidad españolas cuenta con Control de Tráfico Centralizado (CTC)?;85%.;90%.;95%.;100%.;3;9.2.2 Líneas y paridad
Conocimientos Ferroviarios;"¿Quién es el responsable de emitir el ""Certificado de Seguridad Único"" para operar en varios países de la UE?";Adif.;Renfe.;EUAR (Agencia Ferroviaria de la UE).;AESF.;2;3.1.5 La Agencia Ferroviaria de la Unión Europea
Conocimientos Ferroviarios;"¿Qué es el ""Gálibo"" según la definición técnica del manual?";El peso máximo del tren.;El perímetro que limita las dimensiones de vehículos y obstáculos.;La distancia entre ejes del bogie.;La altura de la catenaria.;1;5.1.2 Plataforma y obras
Conocimientos Ferroviarios;¿Qué tipo de transmisión diésel utiliza un alternador para alimentar motores eléctricos?;Diésel-mecánica.;Diésel-hidráulica.;Diésel-eléctrica.;Diésel-dual.;2;7.2.3 Material motor diésel
Conocimientos Ferroviarios;En el número de tren 80441 (sentido Cartagena-Albacete), ¿qué indica que va hacia Albacete?;Que empieza por 8.;Que es un número de 5 cifras.;Que es un número impar.;Que termina en 1.;2;9.2.2 Líneas y paridad
Conocimientos Ferroviarios;¿Qué autoridad española supervisa el mantenimiento del material rodante y la formación ferroviaria?;Adif.;Renfe Operadora.;AESF.;CNMC.;2;10 GLOSARIO
Conocimientos Ferroviarios;¿Qué documento contiene los datos de composición y frenado específicos para cada circulación diaria?;Libro de Itinerarios.;Documento de Tren.;Reglamento de Circulación.;Cuadro de Velocidades.;1;9.2.4 Documentación durante el servicio
Conocimientos Ferroviarios;¿Cómo se denomina el tramo de vía donde no puede haber más de un tren simultáneamente?;Surco.;Malla.;Cantón.;Estación.;2;10 GLOSARIO
Conocimientos Ferroviarios;¿Qué sistema de seguridad frena el tren si el maquinista no reconoce una señal de precaución en menos de unos segundos?;ASFA.;ETCS Nivel 2.;LZB.;GSM-R.;0;8.5.1 ASFA
Conocimientos Ferroviarios;¿Cuál es el ancho de vía estándar (UIC) utilizado en la red de alta velocidad en España?;1.000 mm.;1.435 mm.;1.520 mm.;1.668 mm.;1;5.2.4 Ancho de vía
Conocimientos Ferroviarios;¿Qué organismo realiza la investigación técnica de accidentes graves de forma independiente?;AESF.;CIAF.;CNMC.;Ministerio del Interior.;1;3.2.7 CIAF
Conocimientos Ferroviarios;"¿Cómo se denomina al ""peaje"" que las empresas pagan por el uso de la infraestructura?";Billete.;Canon.;Arancel.;Tasa de seguridad.;1;10 GLOSARIO
Conocimientos Ferroviarios;¿Qué sistema de comunicación utiliza una frecuencia de 900 MHz exclusiva para el ferrocarril?;WIFI.;Bluetooth.;GSM-R.;TETRA.;2;8.6 Comunicaciones
Conocimientos Ferroviarios;¿Qué elemento de la superestructura mantiene el ancho de vía y transmite esfuerzos al balasto?;El carril.;La traviesa.;La sujeción.;El tirafondo.;1;5.2.2 Carril, traviesa y sujeciones
Conocimientos Ferroviarios;¿Cuál fue el ancho de vía recomendado por el informe Subercase de 1844 en pies castellanos?;4 pies.;5 pies.;6 pies.;8 pies.;2;2.5.1 Informe Subercase
Conocimientos Ferroviarios;¿Qué nivel de ETCS no requiere señales laterales en la vía al basarse en comunicación radio continua?;Nivel 1.;Nivel 2.;Nivel NTC.;Nivel 0.;1;8.5.3 ETCS
Conocimientos Ferroviarios;¿Qué significan las siglas CTC?;Centro de Tratamiento de Clientes.;Control de Tráfico Centralizado.;Central de Trenes de Cercanías.;Comisión de Transportes y Calidad.;1;9.2.2 Líneas y paridad
Conocimientos Ferroviarios;¿Qué sistema garantiza que no se establezcan itinerarios incompatibles (colisiones) en una estación?;El bloqueo.;El enclavamiento.;El pantógrafo.;El tren-tierra.;1;8.3 Enclavamiento y bloqueo
Conocimientos Ferroviarios;¿Qué aplicación de Renfe registra los Planes Alternativos de Transporte (PAT)?;Siver.;Visir.;Copérnico.;Renfe.com.;2;9.4.3 Centros de Gestión
Conocimientos Ferroviarios;¿Cómo se llaman los tiempos de reserva para evitar que retrasos leves afecten a la malla?;Colchones.;Surcos.;Cantones.;Gálibos.;0;9.5.1 Planificación de mallas
Conocimientos Ferroviarios;¿Qué tipo de señal indica al maquinista que debe efectuar parada inmediata?;Señal Verde.;Señal Amarilla.;Señal Roja.;Señal Blanca.;2;8.4 Señales
Conocimientos Ferroviarios;"¿Qué autoridad emite la ""Declaración sobre la Red""?";Renfe.;AESF.;Adif (Administrador de Infraestructura).;CNMC.;2;10 GLOSARIO
Conocimientos Ferroviarios;"¿Qué es un ""Automotor"" según el glosario?";Una locomotora sola.;Un tren indeformable con tracción propia.;Un coche de viajeros sin motor.;Un camión de mantenimiento.;1;10 GLOSARIO
Conocimientos Ferroviarios;¿En qué año se nacionalizó el ferrocarril en España creando RENFE?;1921.;1936.;1941.;1955.;2;4.1 El concepto
Conocimientos Ferroviarios;¿Qué componente de la vía guía las ruedas y soporta directamente su presión?;El balasto.;La traviesa.;El carril.;El poste.;2;5.2.2 Carril, traviesa y sujeciones
Conocimientos Ferroviarios;¿A qué velocidad máxima aproximada se calculan los pasos en el Libro de Itinerarios?;Velocidad media.;100 km/h siempre.;Máxima permitida para el tren y tramo.;No se indica velocidad.;2;9.2.4 Documentación
Conocimientos Ferroviarios;¿Qué significan las siglas RFIG?;Registro Ferroviario de Interés Global.;Red Ferroviaria de Interés General.;Red Ferroviaria Ibérica y Gallega.;Ruta Ferroviaria de Integración de Grupos.;1;4.1 El concepto
Conocimientos Ferroviarios;"¿Qué es una ""Maniobra""?";Un viaje de largo recorrido.;Movimiento de vehículos en estaciones para formar trenes.;Un tipo de freno de emergencia.;Un curso de formación.;1;9.3.1 Maniobras
Conocimientos Ferroviarios;¿Qué tensión estándar de electrificación se usa en la red de Alta Velocidad (en corriente alterna)?;3.000 V.;1.500 V.;25.000 V.;50.000 V.;2;6.1.1 Electrificación en la RFIG
Conocimientos Ferroviarios;"¿Qué organismo europeo actúa como ""ventanilla única"" para autorizaciones de vehículos?";Comisión Europea.;Parlamento Europeo.;EUAR (Agencia Ferroviaria de la UE).;Banco Central Europeo.;2;3.1.5 La Agencia Ferroviaria de la Unión Europea
Conocimientos Ferroviarios;¿Qué sistema de frenado usa el aire comprimido para actuar sobre discos o zapatas?;Freno eléctrico.;Freno dinámico.;Freno neumático.;Freno manual.;2;7.4 Frenado ferroviario
Conocimientos Ferroviarios;¿Qué indica una señal luminosa en color verde?;Parada inmediata.;Precaución.;Vía libre.;Reducción de velocidad.;2;8.4 Señales
Conocimientos Ferroviarios;¿Cuál es la principal ventaja operativa del autoguiado ferroviario?;No necesita conductor.;Permite circular por trazados definidos (vías).;Reduce el ruido.;Es más barato que el camión.;1;1 EL SISTEMA FERROVIARIO
Conocimientos Ferroviarios;¿Qué ley de 1987 modernizó el transporte antes de la separación de 2005?;Ley General de 1855.;Ley 16/1987 (LOTT).;Ley de Ferrocarriles de 1941.;Ley de la CNMC.;1;2.5.7 Contratos Programa / LOTT
Conocimientos Ferroviarios;¿Cómo se denomina el punto de parada para viajeros sin funciones de gestión de circulación?;Estación Técnica.;Terminal.;Apeadero.;Cargadero.;2;10 GLOSARIO
Conocimientos Ferroviarios;¿Qué sistema se instaló originalmente en la línea Madrid-Sevilla en 1992 para control continuo?;ASFA.;ETCS Nivel 3.;LZB.;Bloqueo Telefónico.;2;8.5.2 LZB
Conocimientos Ferroviarios;¿Qué componente del ETCS se instala físicamente en la vía para transmitir datos?;Euroloop.;Eurobaliza.;Euroantena.;Eurocarril.;1;8.5.3 ETCS
Conocimientos Ferroviarios;¿A quién corresponde la responsabilidad del mantenimiento de las infraestructuras de la RFIG?;Al Maquinista.;Al Administrador de Infraestructura (Adif).;A Renfe Mercancías.;A la CNMC.;1;4.5 Administración de líneas
Conocimientos Ferroviarios;"¿Cómo se define el ""Surco"" en la planificación de capacidad?";La zanja de drenaje.;La asignación de tiempo y trayecto para un tren.;El hueco entre carriles.;Una avería en la vía.;1;10 GLOSARIO
Conocimientos Ferroviarios;¿Qué serie identifica a las locomotoras eléctricas (como la 252)?;Serie 1.;Serie 2.;Serie 3.;Serie 5.;1;7.2.5 Numeración
Conocimientos Ferroviarios;¿Qué significan las siglas ETI en el marco europeo?;Estándares Técnicos Internacionales.;Especificaciones Técnicas de Interoperabilidad.;Enlaces de Transporte Interior.;Equipos de Tracción Inteligente.;1;3.1.4 ETI
Conocimientos Ferroviarios;"¿Cuál es la ""unidad de capacidad"" que permite a una empresa operar un tren concreto?";El billete.;El vagón.;El surco.;La malla.;2;4.5 Administración de líneas
Conocimientos Ferroviarios;¿Qué indica que un tren tiene sentido de kilometraje descendente en su numeración?;Número par.;Número impar.;Color rojo.;Letra D.;1;9.2.2 Líneas y paridad
II Plan de Igualdad;¿Cuál es la vigencia del II Plan de Igualdad del Grupo Renfe según el documento?;Hasta el 31 de diciembre de 2021;Hasta el 31 de diciembre de 2024;Hasta la firma del próximo convenio colectivo;Indefinida hasta su revisión;1;II Plan de Igualdad - Ámbito Temporal
II Plan de Igualdad;¿Qué porcentaje máximo no debe superar un sexo para considerarse una 'Composición Equilibrada'?;50%;60%;70%;40%;1;LOIEMH - Disposición Adicional Primera
II Plan de Igualdad;¿A quién se aplica el II Plan de Igualdad del Grupo Renfe?;Solo a Renfe Operadora;A todas las sociedades del Grupo Renfe;Solo a personal de conducción;Solo a puestos directivos;1;II Plan de Igualdad - Ámbito de Aplicación
Conocimientos Ferroviarios;¿Cuál es la distancia entre carriles en la red de Ancho Métrico?;1.668 mm;1.435 mm;1.000 mm;1.067 mm;2;Glosario - Tema 10
Conocimientos Ferroviarios;¿Qué ancho de vía se utiliza en las líneas de Alta Velocidad en España?;Ancho Ibérico;Ancho Estándar (UIC);Ancho Métrico;Ancho Mixto;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿Cuál es el ancho de vía predominante en la Red Convencional española (Ancho Ibérico)?;1.435 mm;1.668 mm;1.000 mm;1.520 mm;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿Qué significan las siglas ASFA?;Anuncio de Señales y Frenado Automático;Aviso de Señales y Frenado Aleatorio;Alarma de Señales y Frenado de Autogiro;Asistencia de Señales y Frenado Activo;0;Glosario - Tema 10
Conocimientos Ferroviarios;¿Cuál es el objetivo principal del sistema ERTMS?;Permitir la interoperabilidad transfronteriza en Europa;Aumentar la velocidad máxima de los trenes de carga;Reducir el consumo eléctrico de la catenaria;Sustituir al maquinista por un sistema remoto;0;Glosario - Tema 10
Conocimientos Ferroviarios;¿Qué componente del tren recoge la energía eléctrica de la catenaria?;El bogie;El pantógrafo;El enganche;El compresor;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿Cuál es la ley fundamental que regula el sistema ferroviario español actual?;Ley 16/1987 (LOTT);Ley 38/2015 del Sector Ferroviario;Ley 39/2015 de Procedimiento Administrativo;Ley Orgánica 3/2007;1;Legislación - Tema 10
Conocimientos Ferroviarios;¿Qué norma europea de aplicación directa no necesita transposición a la ley nacional?;Directiva;Reglamento;Decisión;Recomendación;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿Qué entidad es la encargada de la gestión de la infraestructura ferroviaria en España?;Renfe Viajeros;Adif;Agencia Estatal de Seguridad Ferroviaria;Ministerio de Hacienda;1;Ley 38/2015
Conocimientos Ferroviarios;¿Qué es un 'Surco Ferroviario'?;Una pieza de la vía;La capacidad de infraestructura asignada a un tren;Un tipo de señal luminosa;El carril de retorno de energía;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿Qué documento normativo temporal modifica las reglas de circulación en un tramo?;RCF;Consigna;Aviso de parada;Libro de itinerarios;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿En qué modo de conducción el maquinista debe ser capaz de detener el tren ante cualquier obstáculo visible?;Marcha normal;Marcha a la vista;Maniobra;Marcha de empuje;1;Glosario - Tema 10
II Plan de Igualdad;¿Qué se entiende por 'Acción Positiva'?;Favorecer a los hombres en sectores feminizados;Medidas para corregir desigualdades de hecho de las mujeres;Un cumplido en el entorno laboral;Aumentar el salario a toda la plantilla;1;Glosario - Plan de Igualdad
II Plan de Igualdad;¿Qué diferencia existe entre acoso sexual y acoso por razón de sexo?;Son exactamente lo mismo;El sexual es por naturaleza sexual y el otro por el sexo de la persona;El sexual solo ocurre entre compañeros;El de razón de sexo es más leve;1;Glosario - Plan de Igualdad
Conocimientos Ferroviarios;¿Cómo se denomina la plataforma elevada para acceso a los trenes?;Muelle;Andén;Escala;Pasarela;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿Qué dispositivo permite a los trenes cambiar de una vía a otra?;Catenaria;Agujas (Desvío);Eje;Traviesa;1;Glosario - Tema 10
Conocimientos Ferroviarios;¿Qué es un 'Apeadero'?;Una estación con taller;Instalación para subida y bajada de viajeros sin gestión de tráfico;Un tipo de locomotora;Una zona de estacionamiento de carga;1;Glosario - Tema 10
Conocimientos Ferroviarios;1. Atendiendo a los elementos comunes del material rodante, ¿dónde se encuentra ubicada exactamente la suspensión secundaria en un vehículo ferroviario?;A) Entre los ejes montados y el bastidor del bogie.;B) Entre la caja del vehículo y el bastidor del bogie.;C) Directamente uniendo las ruedas con el patín del carril.;D) En el interior de las cajas de grasa.;B;Es una pregunta trampa clásica. La suspensión primaria se sitúa entre los ejes y el bogie, mientras que la secundaria es la que amortigua la caja del vehículo sobre el bogie.
Conocimientos Ferroviarios;2. En el esquema eléctrico de un material motor, ¿a qué grupo de consumidores pertenece el accionamiento eléctrico del compresor principal de aire?;A) Consumidores de alta tensión (tracción).;B) Consumidores de baja tensión alimentados directamente por batería.;C) Consumidores de la red de control y señalización.;D) Consumidores de media tensión (servicios auxiliares).;D;El compresor principal, fundamental para el freno y la suspensión neumática, no usa la alta tensión de los motores ni los 24/110V de la batería, sino media tensión generada por los convertidores de servicios auxiliares.
Conocimientos Ferroviarios;3. En una locomotora con 'transmisión diésel-eléctrica', ¿cuál es la función estricta del motor diésel?;A) Transmitir el movimiento rotativo de salida directamente a los ejes mediante engranajes.;B) Actuar exclusivamente como generador de energía eléctrica, sin transmitir movimiento a los ejes.;C) Proporcionar energía mediante un convertidor de par hidrodinámico.;D) Alimentar la tracción mientras el pantógrafo alimenta los servicios auxiliares.;B;"A diferencia de la diésel-hidráulica, en la diésel-eléctrica el motor de gasoil solo mueve un alternador para crear electricidad; son los motores de tracción (eléctricos) los que realmente mueven las ruedas."
Conocimientos Ferroviarios;4. Como norma general, durante la circulación en plena vía de una locomotora eléctrica equipada con dos pantógrafos, ¿cuál es su configuración operativa habitual?;A) Circular siempre con ambos pantógrafos elevados.;B) Circular exclusivamente con el pantógrafo delantero elevado.;C) Circular con el pantógrafo trasero elevado.;D) Alternar los pantógrafos en cada cantón de bloqueo.;C;Para evitar que, en caso de rotura o enganchón, el pantógrafo averiado dañe al otro al caer hacia atrás, los trenes circulan normalmente con el pantógrafo trasero elevado.
Conocimientos Ferroviarios;5. Según la clasificación del Número de Vehículo Europeo (NVE) en la RFIG, si observamos una unidad cuya serie comienza por un '2' (ej. 252 o 253), sabemos que se trata de:;A) Un automotor diésel.;B) Un automotor eléctrico de alta velocidad.;C) Una locomotora diésel.;D) Una locomotora eléctrica.;D;Las series 100 son automotores eléctricos de alta velocidad, las 200 son locomotoras eléctricas, las 300 locomotoras diésel, las 400 automotores eléctricos y las 500 automotores diésel.
Conocimientos Ferroviarios;6. En relación con el freno automático por aire comprimido, ¿qué condición se requiere en la Tubería del Freno Automático (TFA) para que los frenos aflojen y el tren pueda circular?;A) Que la tubería esté completamente vacía (0 kg/cm2).;B) Que esté presurizada al valor de régimen, habitualmente 5 kg/cm2.;C) Que alcance presiones hidráulicas superiores a 10 kg/cm2.;D) Que se haya inyectado arena a presión en la tubería.;B;El freno es 'automático' porque frena ante la falta de aire (por rotura del tubo o alarma). Por tanto, para poder aflojar frenos y circular, la TFA debe estar cargada y mantenida a 5 kg/cm2.
Conocimientos Ferroviarios;7. ¿Cuál es el principal inconveniente o limitación de los frenos dinámicos (electrodinámico e hidrodinámico) utilizados como frenos complementarios?;A) Van perdiendo eficacia de manera proporcional a la disminución de la velocidad.;B) Solo funcionan si el tren está completamente detenido.;C) Consumen una enorme cantidad de aire del depósito principal.;D) Provocan el desgaste prematuro de las zapatas de freno.;A;Los frenos dinámicos son muy potentes a altas velocidades, pero al basarse en el giro de los motores o convertidores, pierden eficacia a baja velocidad, necesitando siempre el freno neumático para la detención total.
Conocimientos Ferroviarios;8. El freno de estacionamiento por 'resorte acumulador' garantiza que un vehículo se mantenga inmovilizado porque:;A) Utiliza baterías eléctricas de emergencia.;B) Su timonería es accionada por la fuerza de un muelle en reposo, cuando no hay energía o presión.;C) Es el único freno que aplica cuñas manuales sobre los carriles.;D) Absorve la presión de los depósitos principales para mantener la tensión.;B;La trampa típica. El resorte (muelle) siempre quiere frenar el tren. Cuando hay aire comprimido, este vence al muelle y afloja el freno. Al apagar el tren o quitar el aire, el muelle se estira y frena el tren automáticamente sin necesidad de energía.
Conocimientos Ferroviarios;9. ¿Qué tipo de enganche permite realizar la conexión mecánica, eléctrica y neumática de forma simultánea e inteligente con solo aproximar los vehículos, siendo muy común en automotores?;A) Enganche de husillo.;B) Enganche UIC convencional.;C) Enganche Scharfenberg.;D) Enganche de socorro.;C;Mientras el enganche convencional/UIC requiere que un operario baje a la vía a conectar los ganchos y mangueras, el enganche automático (como el Scharfenberg) acopla todos los sistemas automáticamente al chocar.
Conocimientos Ferroviarios;10. ¿Cuál es la diferencia fundamental en la explotación ferroviaria entre un 'Coche' y un 'Automotor'?;A) El coche es para mercancías y el automotor para viajeros.;B) El automotor es un vehículo indeformable con tracción propia, mientras que el coche carece de tracción y necesita ser remolcado.;C) El coche se utiliza en alta velocidad y el automotor en redes de ancho métrico.;D) El automotor siempre es dual, mientras el coche es eléctrico.;B;Material motor vs Material remolcado. El automotor (tren autopropulsado) lleva los motores integrados y se mueve solo. El coche, aunque lleva viajeros, forma parte del material remolcado y necesita una locomotora.
Conocimientos Ferroviarios;1. Si se produce un fallo técnico en un sistema de detección de trenes, ¿qué estado debe interpretar y asumir el sistema para garantizar la seguridad?;A) Cantón libre para no detener el tráfico y asegurar la eficiencia operativa.;B) Cantón en mantenimiento preventivo.;C) Cantón ocupado, aplicando el principio fundamental de máxima seguridad.;D) Condición de precaución a 30 km/h y marcha a la vista.;C;En caso de fallo en el sistema de detección, este debe interpretar siempre la condición más segura, es decir, considerar el cantón como ocupado [8, 9].
Conocimientos Ferroviarios;2. ¿Cuál de las siguientes afirmaciones describe de manera exacta la diferencia funcional entre los sistemas de enclavamiento y de bloqueo?;A) El enclavamiento gestiona la separación entre trenes en plena vía, mientras el bloqueo regula los itinerarios en las estaciones.;B) El enclavamiento permite establecer itinerarios seguros en el interior de las estaciones, y el bloqueo garantiza la separación segura entre trenes en los trayectos entre estaciones.;C) El enclavamiento es exclusivo de las líneas de alta velocidad y el bloqueo de la red convencional.;D) El bloqueo actúa mecánicamente sobre las agujas y el enclavamiento actúa sobre los circuitos de vía.;B;Comparando ambos sistemas, podría decirse que el enclavamiento permite establecer rutas seguras en el interior de las estaciones, y el bloqueo garantiza la distancia entre trenes entre estaciones [10, 11].
Conocimientos Ferroviarios;3. Según los principios básicos que rigen un enclavamiento, ¿qué condición es indispensable para que una señal autorice un movimiento?;A) Que el Maquinista confirme la recepción de la orden por radiotelefonía al Centro de Regulación.;B) Que el tren cuente con el sistema ETCS Nivel 2 activo en modo pleno.;C) Que los aparatos de vía (agujas) implicados en la ruta se encuentren en su posición correcta.;D) Que el Centro de Regulación de la Circulación (CRC) desactive el bloqueo temporalmente.;C;El primer principio básico establece que ninguna señal puede autorizar un movimiento en una estación si los aparatos de vía (agujas) no están fijados en su posición correcta [12].
Conocimientos Ferroviarios;4. En el sistema de protección LZB, cuando un tren se aproxima a un punto donde debe efectuar un cambio de la velocidad límite, ¿qué indica exactamente la magnitud conocida como 'Distancia Meta'?;A) La distancia total que resta hasta la estación de destino final del tren.;B) La longitud total del circuito de vía o cantón en el que se encuentra circulando en ese instante.;C) La distancia física existente entre la cabeza del tren y el punto exacto donde el tren debe circular a la nueva velocidad límite prescrita.;D) La distancia de seguridad inmodificable de 300 metros que existe entre la baliza previa y la señal.;C;En el indicador de cabina (AICC), la Distancia Meta muestra la distancia existente entre la cabeza de tren y el punto exacto donde debe efectuarse el cambio a la nueva velocidad límite o velocidad meta [13, 14].
Conocimientos Ferroviarios;5. A diferencia de los sistemas de transmisión continua, ¿cómo obtiene la información de la vía el equipo embarcado del sistema de protección ASFA?;A) Mediante una conexión de radio bidireccional constante a través de la red GSM-R.;B) De forma puntual, mediante la lectura de balizas unidireccionales instaladas en la vía (habitualmente una previa a 300 metros y otra a pie de señal).;C) A través de un cable radiante o de vía extendido longitudinalmente por el eje del trayecto.;D) Mediante la inyección de una corriente eléctrica codificada a través del patín de los carriles.;B;El sistema ASFA es de transmisión puntual mediante balizas unidireccionales situadas en la vía, las cuales proporcionan información del aspecto de la señal más próxima, ofreciendo una supervisión semicontinua [15, 16].
Conocimientos Ferroviarios;6. ¿Por qué en la explotación ferroviaria es estrictamente necesario que una parada o reducción de velocidad esté anunciada por señales previas con gran antelación?;A) Para cumplir imperativamente con los requisitos estéticos de las normativas de interoperabilidad europeas.;B) Porque el sistema de radiotelefonía Tren-Tierra tiene un retardo de transmisión de varios segundos.;C) Por las características físicas del ferrocarril, donde la baja adherencia rueda-carril y las grandes masas requieren distancias de frenado muy extensas.;D) Para permitir que las subestaciones eléctricas adapten la tensión de la catenaria de 3.000 V a 25.000 V.;C;Dadas las condiciones físicas del ferrocarril (el poco rozamiento y baja adherencia rueda-carril, sumado a las grandes masas), las detenciones o reducciones requieren grandes distancias de frenado, por lo que deben anunciarse siempre con antelación suficiente [17-19].
Conocimientos Ferroviarios;7. El sistema ETCS (European Train Control System) dispone de varios niveles de implantación. ¿Qué tecnología de radiotelefonía utiliza como soporte indispensable para la comunicación continua bidireccional tren-vía en el Nivel 2?;A) El sistema analógico Tren-Tierra (Modalidad C).;B) La red Wi-Fi de banda ancha de las estaciones y terminales logísticas.;C) El sistema GSM-R (estándar europeo interoperable).;D) Las eurobalizas pasivas y unidireccionales de la infraestructura.;C;El GSM-R es el sistema de radiotelefonía interoperable europeo que se desarrolla en paralelo al ETCS, ya que, concretamente en el Nivel 2, es el soporte vital para la comunicación bidireccional continua entre el tren y la vía [16, 20, 21].
